"country.ind","appln_filing_year","pat_tech_sum"
"LTU.Medium-High Tech",2006,5
"LTU.Medium-High Tech",2007,2
"LTU.Medium-High Tech",2011,2
"LTU.Medium-High Tech",2013,6
"LTU.Medium-Low Tech",2002,1
"LTU.Medium-Low Tech",2005,4
"LTU.Medium-Low Tech",2006,1
"LUX.High Tech",2000,11
"LUX.High Tech",2002,11
"LUX.High Tech",2003,5
"LUX.High Tech",2004,4
"LUX.High Tech",2010,1
"LUX.High Tech",2014,2
"LUX.Low Tech",2000,1
"LUX.Low Tech",2002,1
"LUX.Low Tech",2004,2
"LUX.Low Tech",2007,2
"LUX.Low Tech",2008,3
"LUX.Low Tech",2009,1
"LUX.Low Tech",2011,5
"LUX.Low Tech",2012,2
"LUX.Low Tech",2014,1
"LUX.Medium-High Tech",2000,5
"LUX.Medium-High Tech",2002,3
"LUX.Medium-High Tech",2005,6
"LUX.Medium-High Tech",2006,1
"LUX.Medium-High Tech",2009,9
"LUX.Medium-High Tech",2010,4
"LUX.Medium-High Tech",2011,18
"LUX.Medium-High Tech",2012,22
"LUX.Medium-High Tech",2013,8
"LUX.Medium-Low Tech",2004,1
"LUX.Medium-Low Tech",2005,1
"LUX.Medium-Low Tech",2007,1
"LUX.Medium-Low Tech",2008,3
"LUX.Medium-Low Tech",2009,3
"LUX.Medium-Low Tech",2011,3
"LUX.Medium-Low Tech",2012,1
"LVA.High Tech",2003,1
"LVA.High Tech",2004,2
"LVA.High Tech",2005,3
"LVA.High Tech",2007,2
"LVA.High Tech",2010,1
"LVA.High Tech",2011,1
"LVA.High Tech",2012,12
"LVA.High Tech",2013,5
"LVA.Low Tech",2003,1
"LVA.Low Tech",2008,2
"LVA.Low Tech",2012,2
"LVA.Low Tech",2013,3
"LVA.Medium-High Tech",2000,2
"LVA.Medium-High Tech",2003,1
"LVA.Medium-High Tech",2006,6
"LVA.Medium-High Tech",2007,2
"LVA.Medium-High Tech",2009,6
"LVA.Medium-High Tech",2010,1
"LVA.Medium-High Tech",2011,1
"LVA.Medium-High Tech",2012,4
"LVA.Medium-High Tech",2013,3
"LVA.Medium-Low Tech",2000,1
"LVA.Medium-Low Tech",2006,1
"LVA.Medium-Low Tech",2009,1
"LVA.Medium-Low Tech",2012,2
"MAR.High Tech",2001,2
"MAR.High Tech",2002,1
"MAR.High Tech",2005,3
"MAR.High Tech",2006,3
"MAR.Medium-High Tech",2007,10
"MAR.Medium-High Tech",2009,1
"MAR.Medium-High Tech",2011,5
"MAR.Medium-High Tech",2012,1
"MAR.Medium-High Tech",2013,3
"MAR.Medium-Low Tech",2007,1
"MAR.Medium-Low Tech",2013,1
"MCO.High Tech",2000,2
"MCO.High Tech",2002,1
"MCO.High Tech",2005,2
"MCO.High Tech",2008,1
"MCO.High Tech",2011,1
"MCO.Low Tech",2003,5
"MCO.Low Tech",2004,1
"MCO.Low Tech",2005,4
"MCO.Low Tech",2006,1
"MCO.Medium-High Tech",2001,1
"MCO.Medium-High Tech",2002,1
"MCO.Medium-High Tech",2003,1
"MCO.Medium-High Tech",2005,1
"MCO.Medium-High Tech",2007,1
"MCO.Medium-High Tech",2008,1
"MCO.Medium-High Tech",2010,3
"MCO.Medium-High Tech",2011,2
"MCO.Medium-High Tech",2012,1
"MCO.Medium-Low Tech",2002,1
"MCO.Medium-Low Tech",2004,1
"MCO.Medium-Low Tech",2005,4
"MCO.Medium-Low Tech",2011,1
"MDA.High Tech",2001,2
"MDA.High Tech",2006,1
"MDA.Medium-High Tech",2004,1
"MDA.Medium-Low Tech",2006,1
"MDG.Medium-High Tech",2005,2
"MDG.Medium-High Tech",2011,2
"MDG.Medium-High Tech",2013,2
"MEX.High Tech",2000,5
"MEX.High Tech",2001,2
"MEX.High Tech",2002,6
"MEX.High Tech",2003,20
"MEX.High Tech",2004,19
"MEX.High Tech",2005,6
"MEX.High Tech",2006,20
"MEX.High Tech",2007,15
"MEX.High Tech",2008,21
"MEX.High Tech",2009,10
"MEX.High Tech",2010,9
"MEX.High Tech",2011,15
"MEX.High Tech",2012,14
"MEX.High Tech",2013,20
"MEX.High Tech",2014,6
"MEX.Low Tech",2000,7
"MEX.Low Tech",2001,16
"MEX.Low Tech",2002,33
"MEX.Low Tech",2003,25
"MEX.Low Tech",2004,10
"MEX.Low Tech",2005,14
"MEX.Low Tech",2006,13
"MEX.Low Tech",2007,19
"MEX.Low Tech",2008,20
"MEX.Low Tech",2009,21
"MEX.Low Tech",2010,20
"MEX.Low Tech",2011,15
"MEX.Low Tech",2012,24
"MEX.Low Tech",2013,13
"MEX.Low Tech",2014,3
"MEX.Medium-High Tech",2000,9
"MEX.Medium-High Tech",2001,27
"MEX.Medium-High Tech",2002,17
"MEX.Medium-High Tech",2003,30
"MEX.Medium-High Tech",2004,17
"MEX.Medium-High Tech",2005,26
"MEX.Medium-High Tech",2006,39
"MEX.Medium-High Tech",2007,46
"MEX.Medium-High Tech",2008,66
"MEX.Medium-High Tech",2009,22
"MEX.Medium-High Tech",2010,35
"MEX.Medium-High Tech",2011,39
"MEX.Medium-High Tech",2012,32
"MEX.Medium-High Tech",2013,51
"MEX.Medium-High Tech",2014,16
"MEX.Medium-Low Tech",2001,5
"MEX.Medium-Low Tech",2002,6
"MEX.Medium-Low Tech",2003,17
"MEX.Medium-Low Tech",2004,4
"MEX.Medium-Low Tech",2005,9
"MEX.Medium-Low Tech",2006,7
"MEX.Medium-Low Tech",2007,13
"MEX.Medium-Low Tech",2008,16
"MEX.Medium-Low Tech",2009,13
"MEX.Medium-Low Tech",2010,17
"MEX.Medium-Low Tech",2011,12
"MEX.Medium-Low Tech",2012,14
"MEX.Medium-Low Tech",2013,10
"MEX.Medium-Low Tech",2014,7
"MKD.High Tech",2012,1
"MKD.Low Tech",2000,1
"MKD.Low Tech",2002,1
"MKD.Low Tech",2004,1
"MKD.Medium-High Tech",2005,1
"MKD.Medium-High Tech",2007,1
"MKD.Medium-High Tech",2008,1
"MLI.Low Tech",2002,3
"MLI.Medium-High Tech",2002,2
"MLI.Medium-Low Tech",2002,4
"MLT.High Tech",2002,1
"MLT.High Tech",2009,1
"MLT.Low Tech",2001,1
"MLT.Low Tech",2007,1
"MLT.Low Tech",2010,1
"MLT.Medium-High Tech",2003,2
"MLT.Medium-High Tech",2004,1
"MLT.Medium-High Tech",2010,1
"MLT.Medium-High Tech",2012,1
"MLT.Medium-Low Tech",2007,1
"MLT.Medium-Low Tech",2010,1
"MMR.Medium-High Tech",2008,3
"MNE.High Tech",2013,1
"MNG.Medium-High Tech",2008,5
"MNG.Medium-High Tech",2011,5
"MNG.Medium-Low Tech",2008,1
"MNG.Medium-Low Tech",2011,2
"MUS.High Tech",2006,1
"MUS.Medium-High Tech",2006,1
"MWI.Low Tech",2010,1
"MYS.High Tech",2000,3
"MYS.High Tech",2001,1
"MYS.High Tech",2003,5
"MYS.High Tech",2004,5
"MYS.High Tech",2005,14
"MYS.High Tech",2006,13
"MYS.High Tech",2007,9
"MYS.High Tech",2008,19
"MYS.High Tech",2009,39
"MYS.High Tech",2010,34
"MYS.High Tech",2011,49
"MYS.High Tech",2012,38
"MYS.High Tech",2013,32
"MYS.Low Tech",2001,1
"MYS.Low Tech",2002,3
"MYS.Low Tech",2003,1
"MYS.Low Tech",2004,3
"MYS.Low Tech",2005,3
"MYS.Low Tech",2006,4
"MYS.Low Tech",2007,9
"MYS.Low Tech",2008,10
"MYS.Low Tech",2009,17
"MYS.Low Tech",2010,16
"MYS.Low Tech",2011,1
"MYS.Low Tech",2012,9
"MYS.Low Tech",2013,5
"MYS.Medium-High Tech",2001,1
"MYS.Medium-High Tech",2002,2
"MYS.Medium-High Tech",2003,4
"MYS.Medium-High Tech",2004,4
"MYS.Medium-High Tech",2005,2
"MYS.Medium-High Tech",2006,5
"MYS.Medium-High Tech",2007,14
"MYS.Medium-High Tech",2008,32
"MYS.Medium-High Tech",2009,35
"MYS.Medium-High Tech",2010,38
"MYS.Medium-High Tech",2011,28
"MYS.Medium-High Tech",2012,24
"MYS.Medium-High Tech",2013,23
"MYS.Medium-Low Tech",2002,3
"MYS.Medium-Low Tech",2003,3
"MYS.Medium-Low Tech",2004,3
"MYS.Medium-Low Tech",2005,3
"MYS.Medium-Low Tech",2006,4
"MYS.Medium-Low Tech",2007,8
"MYS.Medium-Low Tech",2008,4
"MYS.Medium-Low Tech",2009,14
"MYS.Medium-Low Tech",2010,11
"MYS.Medium-Low Tech",2012,5
"MYS.Medium-Low Tech",2013,2
"NA.High Tech",2000,1
"NA.High Tech",2001,1
"NA.High Tech",2006,1
"NA.Low Tech",2003,4
"NA.Low Tech",2005,2
"NA.Medium-High Tech",2000,1
"NA.Medium-High Tech",2001,3
"NA.Medium-High Tech",2002,1
"NA.Medium-High Tech",2003,14
"NA.Medium-High Tech",2005,2
"NA.Medium-High Tech",2006,1
"NA.Medium-Low Tech",2003,1
"NA.Medium-Low Tech",2006,1
"NGA.High Tech",2011,2
"NGA.Low Tech",2006,1
"NGA.Medium-High Tech",2006,1
"NGA.Medium-High Tech",2007,1
"NGA.Medium-High Tech",2011,2
"NGA.Medium-High Tech",2012,1
"NGA.Medium-High Tech",2013,1
"NIC.High Tech",2000,1
"NLD.High Tech",2000,69
"NLD.High Tech",2001,78
"NLD.High Tech",2002,68
"NLD.High Tech",2003,85
"NLD.High Tech",2004,59
"NLD.High Tech",2005,140
"NLD.High Tech",2006,115
"NLD.High Tech",2007,160
"NLD.High Tech",2008,161
"NLD.High Tech",2009,174
"NLD.High Tech",2010,148
"NLD.High Tech",2011,119
"NLD.High Tech",2012,116
"NLD.High Tech",2013,165
"NLD.High Tech",2014,3
"NLD.Low Tech",2000,28
"NLD.Low Tech",2001,17
"NLD.Low Tech",2002,51
"NLD.Low Tech",2003,25
"NLD.Low Tech",2004,35
"NLD.Low Tech",2005,54
"NLD.Low Tech",2006,42
"NLD.Low Tech",2007,68
"NLD.Low Tech",2008,67
"NLD.Low Tech",2009,53
"NLD.Low Tech",2010,57
"NLD.Low Tech",2011,49
"NLD.Low Tech",2012,44
"NLD.Low Tech",2013,62
"NLD.Medium-High Tech",2000,73
"NLD.Medium-High Tech",2001,54
"NLD.Medium-High Tech",2002,64
"NLD.Medium-High Tech",2003,78
"NLD.Medium-High Tech",2004,70
"NLD.Medium-High Tech",2005,121
"NLD.Medium-High Tech",2006,90
"NLD.Medium-High Tech",2007,159
"NLD.Medium-High Tech",2008,139
"NLD.Medium-High Tech",2009,151
"NLD.Medium-High Tech",2010,143
"NLD.Medium-High Tech",2011,98
"NLD.Medium-High Tech",2012,136
"NLD.Medium-High Tech",2013,106
"NLD.Medium-High Tech",2014,4
"NLD.Medium-Low Tech",2000,7
"NLD.Medium-Low Tech",2001,5
"NLD.Medium-Low Tech",2002,34
"NLD.Medium-Low Tech",2003,7
"NLD.Medium-Low Tech",2004,20
"NLD.Medium-Low Tech",2005,18
"NLD.Medium-Low Tech",2006,26
"NLD.Medium-Low Tech",2007,36
"NLD.Medium-Low Tech",2008,26
"NLD.Medium-Low Tech",2009,35
"NLD.Medium-Low Tech",2010,42
"NLD.Medium-Low Tech",2011,33
"NLD.Medium-Low Tech",2012,40
"NLD.Medium-Low Tech",2013,33
"NOR.High Tech",2000,2
"NOR.High Tech",2001,16
"NOR.High Tech",2002,36
"NOR.High Tech",2003,28
"NOR.High Tech",2004,12
"NOR.High Tech",2005,16
"NOR.High Tech",2006,24
"NOR.High Tech",2007,13
"NOR.High Tech",2008,11
"NOR.High Tech",2009,14
"NOR.High Tech",2010,10
"NOR.High Tech",2011,22
"NOR.High Tech",2012,29
"NOR.High Tech",2013,35
"NOR.High Tech",2014,1
"NOR.Low Tech",2000,7
"NOR.Low Tech",2001,4
"NOR.Low Tech",2002,10
"NOR.Low Tech",2003,8
"NOR.Low Tech",2004,3
"NOR.Low Tech",2005,13
"NOR.Low Tech",2006,11
"NOR.Low Tech",2007,3
"NOR.Low Tech",2008,3
"NOR.Low Tech",2009,8
"NOR.Low Tech",2010,10
"NOR.Low Tech",2011,5
"NOR.Low Tech",2012,15
"NOR.Low Tech",2013,13
"NOR.Low Tech",2014,1
"NOR.Medium-High Tech",2000,20
"NOR.Medium-High Tech",2001,29
"NOR.Medium-High Tech",2002,42
"NOR.Medium-High Tech",2003,37
"NOR.Medium-High Tech",2004,10
"NOR.Medium-High Tech",2005,36
"NOR.Medium-High Tech",2006,36
"NOR.Medium-High Tech",2007,17
"NOR.Medium-High Tech",2008,30
"NOR.Medium-High Tech",2009,36
"NOR.Medium-High Tech",2010,41
"NOR.Medium-High Tech",2011,64
"NOR.Medium-High Tech",2012,60
"NOR.Medium-High Tech",2013,90
"NOR.Medium-High Tech",2014,3
"NOR.Medium-Low Tech",2000,1
"NOR.Medium-Low Tech",2001,3
"NOR.Medium-Low Tech",2002,1
"NOR.Medium-Low Tech",2003,6
"NOR.Medium-Low Tech",2004,1
"NOR.Medium-Low Tech",2005,6
"NOR.Medium-Low Tech",2006,7
"NOR.Medium-Low Tech",2007,6
"NOR.Medium-Low Tech",2008,3
"NOR.Medium-Low Tech",2009,5
"NOR.Medium-Low Tech",2010,7
"NOR.Medium-Low Tech",2011,12
"NOR.Medium-Low Tech",2012,10
"NOR.Medium-Low Tech",2013,3
"NOR.Medium-Low Tech",2014,1
"NPL.High Tech",2008,2
"NZL.High Tech",2000,2
"NZL.High Tech",2001,3
"NZL.High Tech",2002,6
"NZL.High Tech",2003,8
"NZL.High Tech",2004,8
"NZL.High Tech",2005,5
"NZL.High Tech",2006,6
"NZL.High Tech",2007,5
"NZL.High Tech",2008,10
"NZL.High Tech",2009,3
"NZL.High Tech",2010,2
"NZL.High Tech",2011,7
"NZL.High Tech",2012,7
"NZL.High Tech",2013,8
"NZL.Low Tech",2000,3
"NZL.Low Tech",2003,1
"NZL.Low Tech",2004,3
"NZL.Low Tech",2005,1
"NZL.Low Tech",2006,2
"NZL.Low Tech",2007,7
"NZL.Low Tech",2008,4
"NZL.Low Tech",2009,9
"NZL.Low Tech",2010,3
"NZL.Low Tech",2011,4
"NZL.Low Tech",2012,1
"NZL.Low Tech",2013,5
"NZL.Medium-High Tech",2000,7
"NZL.Medium-High Tech",2001,7
"NZL.Medium-High Tech",2002,2
"NZL.Medium-High Tech",2003,3
"NZL.Medium-High Tech",2004,5
"NZL.Medium-High Tech",2005,1
"NZL.Medium-High Tech",2006,4
"NZL.Medium-High Tech",2007,11
"NZL.Medium-High Tech",2008,6
"NZL.Medium-High Tech",2009,4
"NZL.Medium-High Tech",2010,1
"NZL.Medium-High Tech",2011,6
"NZL.Medium-High Tech",2012,7
"NZL.Medium-High Tech",2013,11
"NZL.Medium-Low Tech",2004,2
"NZL.Medium-Low Tech",2007,5
"NZL.Medium-Low Tech",2009,3
"NZL.Medium-Low Tech",2011,3
"NZL.Medium-Low Tech",2012,4
"NZL.Medium-Low Tech",2013,1
"OMN.High Tech",2012,1
"OMN.Medium-High Tech",2012,1
"PAK.High Tech",2001,1
"PAK.High Tech",2002,1
"PAK.High Tech",2013,1
"PAK.Low Tech",2014,1
"PAK.Medium-High Tech",2001,1
"PAK.Medium-High Tech",2003,1
"PAN.High Tech",2006,1
"PAN.High Tech",2010,3
"PAN.High Tech",2011,3
"PAN.High Tech",2012,7
"PAN.High Tech",2013,4
"PAN.Low Tech",2003,1
"PAN.Low Tech",2006,2
"PAN.Medium-High Tech",2001,1
"PAN.Medium-High Tech",2010,1
"PAN.Medium-High Tech",2011,1
"PAN.Medium-High Tech",2012,1
"PAN.Medium-High Tech",2013,3
"PAN.Medium-Low Tech",2013,1
"PER.High Tech",2003,1
"PER.High Tech",2009,1
"PER.High Tech",2011,2
"PER.High Tech",2012,2
"PER.High Tech",2013,1
"PER.Low Tech",2003,3
"PER.Low Tech",2004,1
"PER.Low Tech",2008,1
"PER.Low Tech",2009,4
"PER.Medium-High Tech",2004,3
"PER.Medium-High Tech",2006,2
"PER.Medium-High Tech",2008,5
"PER.Medium-High Tech",2009,2
"PER.Medium-High Tech",2010,2
"PER.Medium-High Tech",2011,2
"PER.Medium-High Tech",2012,1
"PER.Medium-High Tech",2013,2
"PER.Medium-Low Tech",2002,1
"PER.Medium-Low Tech",2003,3
"PER.Medium-Low Tech",2008,1
"PHL.High Tech",2000,4
"PHL.High Tech",2002,6
"PHL.High Tech",2006,3
"PHL.High Tech",2007,2
"PHL.High Tech",2008,3
"PHL.High Tech",2010,2
"PHL.High Tech",2013,3
"PHL.Low Tech",2000,1
"PHL.Low Tech",2001,3
"PHL.Low Tech",2002,1
"PHL.Low Tech",2003,1
"PHL.Low Tech",2004,3
"PHL.Low Tech",2005,5
"PHL.Low Tech",2006,5
"PHL.Low Tech",2007,3
"PHL.Low Tech",2008,3
"PHL.Low Tech",2010,3
"PHL.Low Tech",2011,3
"PHL.Low Tech",2013,4
"PHL.Medium-High Tech",2000,4
"PHL.Medium-High Tech",2002,8
"PHL.Medium-High Tech",2003,2
"PHL.Medium-High Tech",2004,2
"PHL.Medium-High Tech",2005,11
"PHL.Medium-High Tech",2006,3
"PHL.Medium-High Tech",2007,1
"PHL.Medium-High Tech",2008,3
"PHL.Medium-High Tech",2009,7
"PHL.Medium-High Tech",2011,7
"PHL.Medium-High Tech",2012,5
"PHL.Medium-High Tech",2013,4
"PHL.Medium-Low Tech",2001,3
"PHL.Medium-Low Tech",2004,3
"PHL.Medium-Low Tech",2005,2
"PHL.Medium-Low Tech",2008,4
"PHL.Medium-Low Tech",2011,1
"PHL.Medium-Low Tech",2013,3
"POL.High Tech",2000,3
"POL.High Tech",2001,16
"POL.High Tech",2002,4
"POL.High Tech",2003,6
"POL.High Tech",2005,4
"POL.High Tech",2006,11
"POL.High Tech",2007,9
"POL.High Tech",2008,28
"POL.High Tech",2009,36
"POL.High Tech",2010,50
"POL.High Tech",2011,40
"POL.High Tech",2012,41
"POL.High Tech",2013,43
"POL.High Tech",2014,3
"POL.Low Tech",2000,5
"POL.Low Tech",2001,8
"POL.Low Tech",2002,8
"POL.Low Tech",2003,3
"POL.Low Tech",2004,2
"POL.Low Tech",2006,1
"POL.Low Tech",2007,6
"POL.Low Tech",2008,1
"POL.Low Tech",2009,5
"POL.Low Tech",2010,7
"POL.Low Tech",2011,3
"POL.Low Tech",2012,8
"POL.Low Tech",2013,5
"POL.Medium-High Tech",2000,9
"POL.Medium-High Tech",2001,5
"POL.Medium-High Tech",2002,5
"POL.Medium-High Tech",2003,6
"POL.Medium-High Tech",2004,1
"POL.Medium-High Tech",2005,5
"POL.Medium-High Tech",2006,7
"POL.Medium-High Tech",2007,19
"POL.Medium-High Tech",2008,16
"POL.Medium-High Tech",2009,14
"POL.Medium-High Tech",2010,18
"POL.Medium-High Tech",2011,17
"POL.Medium-High Tech",2012,25
"POL.Medium-High Tech",2013,56
"POL.Medium-High Tech",2014,6
"POL.Medium-Low Tech",2000,2
"POL.Medium-Low Tech",2001,4
"POL.Medium-Low Tech",2002,1
"POL.Medium-Low Tech",2003,4
"POL.Medium-Low Tech",2006,1
"POL.Medium-Low Tech",2007,6
"POL.Medium-Low Tech",2008,1
"POL.Medium-Low Tech",2009,1
"POL.Medium-Low Tech",2010,5
"POL.Medium-Low Tech",2011,1
"POL.Medium-Low Tech",2012,1
"POL.Medium-Low Tech",2013,7
"POL.Medium-Low Tech",2014,1
"PRI.Medium-High Tech",2012,1
"PRK.High Tech",2011,1
"PRK.High Tech",2013,3
"PRK.Medium-High Tech",2003,2
"PRK.Medium-High Tech",2013,1
"PRK.Medium-Low Tech",2003,1
"PRK.Medium-Low Tech",2008,1
"PRK.Medium-Low Tech",2013,1
"PRT.High Tech",2000,3
"PRT.High Tech",2002,2
"PRT.High Tech",2003,4
"PRT.High Tech",2004,5
"PRT.High Tech",2005,5
"PRT.High Tech",2006,2
"PRT.High Tech",2007,6
"PRT.High Tech",2008,7
"PRT.High Tech",2009,9
"PRT.High Tech",2010,10
"PRT.High Tech",2011,8
"PRT.High Tech",2012,6
"PRT.High Tech",2013,6
"PRT.Low Tech",2000,1
"PRT.Low Tech",2001,3
"PRT.Low Tech",2002,7
"PRT.Low Tech",2003,11
"PRT.Low Tech",2004,3
"PRT.Low Tech",2006,2
"PRT.Low Tech",2007,1
"PRT.Low Tech",2008,4
"PRT.Low Tech",2009,9
"PRT.Low Tech",2010,9
"PRT.Low Tech",2012,1
"PRT.Low Tech",2013,6
"PRT.Medium-High Tech",2001,5
"PRT.Medium-High Tech",2002,3
"PRT.Medium-High Tech",2003,6
"PRT.Medium-High Tech",2004,12
"PRT.Medium-High Tech",2005,7
"PRT.Medium-High Tech",2006,9
"PRT.Medium-High Tech",2007,9
"PRT.Medium-High Tech",2008,12
"PRT.Medium-High Tech",2009,6
"PRT.Medium-High Tech",2010,8
"PRT.Medium-High Tech",2011,10
"PRT.Medium-High Tech",2012,13
"PRT.Medium-High Tech",2013,6
"PRT.Medium-Low Tech",2001,5
"PRT.Medium-Low Tech",2002,5
"PRT.Medium-Low Tech",2003,5
"PRT.Medium-Low Tech",2004,2
"PRT.Medium-Low Tech",2008,3
"PRT.Medium-Low Tech",2009,5
"PRT.Medium-Low Tech",2010,2
"PRT.Medium-Low Tech",2011,3
"PRT.Medium-Low Tech",2012,3
"PRT.Medium-Low Tech",2013,4
"QAT.High Tech",2010,3
"QAT.High Tech",2012,27
"QAT.High Tech",2013,9
"QAT.Low Tech",2004,1
"QAT.Low Tech",2012,1
"QAT.Medium-High Tech",2004,1
"QAT.Medium-High Tech",2010,3
"QAT.Medium-High Tech",2012,2
"QAT.Medium-High Tech",2013,2
"ROU.High Tech",2001,3
"ROU.High Tech",2003,5
"ROU.High Tech",2004,3
"ROU.High Tech",2005,4
"ROU.High Tech",2006,5
"ROU.High Tech",2007,14
"ROU.High Tech",2008,16
"ROU.High Tech",2009,11
"ROU.High Tech",2010,4
"ROU.High Tech",2011,8
"ROU.High Tech",2012,13
"ROU.High Tech",2013,12
"ROU.Low Tech",2000,1
"ROU.Low Tech",2003,1
"ROU.Low Tech",2005,1
"ROU.Low Tech",2006,1
"ROU.Low Tech",2009,1
"ROU.Low Tech",2010,1
"ROU.Low Tech",2012,1
"ROU.Low Tech",2013,1
"ROU.Medium-High Tech",2001,4
"ROU.Medium-High Tech",2002,1
"ROU.Medium-High Tech",2003,7
"ROU.Medium-High Tech",2004,3
"ROU.Medium-High Tech",2005,6
"ROU.Medium-High Tech",2006,2
"ROU.Medium-High Tech",2007,2
"ROU.Medium-High Tech",2008,8
"ROU.Medium-High Tech",2009,6
"ROU.Medium-High Tech",2010,6
"ROU.Medium-High Tech",2012,4
"ROU.Medium-High Tech",2013,1
"ROU.Medium-Low Tech",2004,3
"ROU.Medium-Low Tech",2009,1
"ROU.Medium-Low Tech",2012,1
"RUS.High Tech",2000,81
"RUS.High Tech",2001,73
"RUS.High Tech",2002,68
"RUS.High Tech",2003,78
"RUS.High Tech",2004,64
"RUS.High Tech",2005,121
"RUS.High Tech",2006,115
"RUS.High Tech",2007,102
"RUS.High Tech",2008,95
"RUS.High Tech",2009,96
"RUS.High Tech",2010,114
"RUS.High Tech",2011,173
"RUS.High Tech",2012,208
"RUS.High Tech",2013,242
"RUS.High Tech",2014,14
"RUS.Low Tech",2000,32
"RUS.Low Tech",2001,23
