"country.ind","appln_filing_year","pat_tech_sum"
"RUS.Low Tech",2002,37
"RUS.Low Tech",2003,30
"RUS.Low Tech",2004,25
"RUS.Low Tech",2005,37
"RUS.Low Tech",2006,39
"RUS.Low Tech",2007,38
"RUS.Low Tech",2008,31
"RUS.Low Tech",2009,27
"RUS.Low Tech",2010,37
"RUS.Low Tech",2011,34
"RUS.Low Tech",2012,31
"RUS.Low Tech",2013,49
"RUS.Low Tech",2014,3
"RUS.Medium-High Tech",2000,68
"RUS.Medium-High Tech",2001,84
"RUS.Medium-High Tech",2002,63
"RUS.Medium-High Tech",2003,91
"RUS.Medium-High Tech",2004,38
"RUS.Medium-High Tech",2005,107
"RUS.Medium-High Tech",2006,149
"RUS.Medium-High Tech",2007,140
"RUS.Medium-High Tech",2008,145
"RUS.Medium-High Tech",2009,126
"RUS.Medium-High Tech",2010,128
"RUS.Medium-High Tech",2011,195
"RUS.Medium-High Tech",2012,227
"RUS.Medium-High Tech",2013,235
"RUS.Medium-High Tech",2014,31
"RUS.Medium-Low Tech",2000,30
"RUS.Medium-Low Tech",2001,22
"RUS.Medium-Low Tech",2002,32
"RUS.Medium-Low Tech",2003,21
"RUS.Medium-Low Tech",2004,11
"RUS.Medium-Low Tech",2005,17
"RUS.Medium-Low Tech",2006,29
"RUS.Medium-Low Tech",2007,33
"RUS.Medium-Low Tech",2008,26
"RUS.Medium-Low Tech",2009,16
"RUS.Medium-Low Tech",2010,26
"RUS.Medium-Low Tech",2011,32
"RUS.Medium-Low Tech",2012,37
"RUS.Medium-Low Tech",2013,48
"RUS.Medium-Low Tech",2014,6
"SAU.High Tech",2001,1
"SAU.High Tech",2003,3
"SAU.High Tech",2004,2
"SAU.High Tech",2005,5
"SAU.High Tech",2006,1
"SAU.High Tech",2008,2
"SAU.High Tech",2009,9
"SAU.High Tech",2010,9
"SAU.High Tech",2011,7
"SAU.High Tech",2013,4
"SAU.Low Tech",2002,1
"SAU.Low Tech",2008,1
"SAU.Low Tech",2010,4
"SAU.Low Tech",2011,2
"SAU.Medium-High Tech",2001,1
"SAU.Medium-High Tech",2002,5
"SAU.Medium-High Tech",2003,3
"SAU.Medium-High Tech",2004,1
"SAU.Medium-High Tech",2006,1
"SAU.Medium-High Tech",2007,3
"SAU.Medium-High Tech",2008,1
"SAU.Medium-High Tech",2009,2
"SAU.Medium-High Tech",2010,5
"SAU.Medium-High Tech",2011,14
"SAU.Medium-High Tech",2012,2
"SAU.Medium-High Tech",2013,8
"SDN.High Tech",2001,2
"SDN.High Tech",2005,2
"SDN.High Tech",2006,1
"SDN.High Tech",2008,1
"SDN.Low Tech",2007,1
"SDN.Medium-High Tech",2000,3
"SDN.Medium-High Tech",2004,1
"SDN.Medium-High Tech",2006,2
"SDN.Medium-High Tech",2007,1
"SDN.Medium-High Tech",2011,2
"SEN.Low Tech",2006,2
"SEN.Low Tech",2011,1
"SEN.Medium-High Tech",2001,1
"SEN.Medium-Low Tech",2001,1
"SGP.High Tech",2000,104
"SGP.High Tech",2001,116
"SGP.High Tech",2002,131
"SGP.High Tech",2003,75
"SGP.High Tech",2004,95
"SGP.High Tech",2005,146
"SGP.High Tech",2006,112
"SGP.High Tech",2007,116
"SGP.High Tech",2008,157
"SGP.High Tech",2009,130
"SGP.High Tech",2010,112
"SGP.High Tech",2011,90
"SGP.High Tech",2012,93
"SGP.High Tech",2013,98
"SGP.High Tech",2014,1
"SGP.Low Tech",2000,10
"SGP.Low Tech",2001,12
"SGP.Low Tech",2002,13
"SGP.Low Tech",2003,20
"SGP.Low Tech",2004,23
"SGP.Low Tech",2005,34
"SGP.Low Tech",2006,46
"SGP.Low Tech",2007,50
"SGP.Low Tech",2008,55
"SGP.Low Tech",2009,47
"SGP.Low Tech",2010,52
"SGP.Low Tech",2011,29
"SGP.Low Tech",2012,32
"SGP.Low Tech",2013,51
"SGP.Low Tech",2014,1
"SGP.Medium-High Tech",2000,48
"SGP.Medium-High Tech",2001,36
"SGP.Medium-High Tech",2002,47
"SGP.Medium-High Tech",2003,26
"SGP.Medium-High Tech",2004,39
"SGP.Medium-High Tech",2005,64
"SGP.Medium-High Tech",2006,51
"SGP.Medium-High Tech",2007,68
"SGP.Medium-High Tech",2008,130
"SGP.Medium-High Tech",2009,91
"SGP.Medium-High Tech",2010,103
"SGP.Medium-High Tech",2011,64
"SGP.Medium-High Tech",2012,110
"SGP.Medium-High Tech",2013,123
"SGP.Medium-High Tech",2014,2
"SGP.Medium-Low Tech",2000,9
"SGP.Medium-Low Tech",2001,9
"SGP.Medium-Low Tech",2002,7
"SGP.Medium-Low Tech",2003,10
"SGP.Medium-Low Tech",2004,11
"SGP.Medium-Low Tech",2005,23
"SGP.Medium-Low Tech",2006,24
"SGP.Medium-Low Tech",2007,23
"SGP.Medium-Low Tech",2008,16
"SGP.Medium-Low Tech",2009,19
"SGP.Medium-Low Tech",2010,27
"SGP.Medium-Low Tech",2011,21
"SGP.Medium-Low Tech",2012,11
"SGP.Medium-Low Tech",2013,21
"SLV.Medium-High Tech",2008,1
"SLV.Medium-High Tech",2009,1
"SMR.Medium-High Tech",2007,1
"SMR.Medium-High Tech",2013,1
"SRB.High Tech",2007,2
"SRB.High Tech",2009,1
"SRB.High Tech",2010,2
"SRB.High Tech",2012,2
"SRB.High Tech",2013,4
"SRB.Low Tech",2007,1
"SRB.Low Tech",2013,2
"SRB.Medium-High Tech",2007,2
"SRB.Medium-High Tech",2008,4
"SRB.Medium-High Tech",2010,1
"SRB.Medium-High Tech",2011,1
"SRB.Medium-High Tech",2012,19
"SRB.Medium-High Tech",2013,3
"SRB.Medium-High Tech",2014,1
"SRB.Medium-Low Tech",2008,1
"SRB.Medium-Low Tech",2012,1
"SVK.High Tech",2002,1
"SVK.High Tech",2003,2
"SVK.High Tech",2005,4
"SVK.High Tech",2006,4
"SVK.High Tech",2008,5
"SVK.High Tech",2009,2
"SVK.High Tech",2010,3
"SVK.High Tech",2011,1
"SVK.High Tech",2012,3
"SVK.High Tech",2013,1
"SVK.Low Tech",2002,2
"SVK.Low Tech",2003,1
"SVK.Low Tech",2006,2
"SVK.Low Tech",2007,1
"SVK.Low Tech",2008,1
"SVK.Low Tech",2009,2
"SVK.Medium-High Tech",2000,10
"SVK.Medium-High Tech",2002,6
"SVK.Medium-High Tech",2003,3
"SVK.Medium-High Tech",2004,6
"SVK.Medium-High Tech",2005,1
"SVK.Medium-High Tech",2006,8
"SVK.Medium-High Tech",2008,1
"SVK.Medium-High Tech",2009,1
"SVK.Medium-High Tech",2010,2
"SVK.Medium-High Tech",2011,10
"SVK.Medium-High Tech",2012,3
"SVK.Medium-High Tech",2013,4
"SVK.Medium-Low Tech",2005,1
"SVK.Medium-Low Tech",2011,5
"SVK.Medium-Low Tech",2012,1
"SVK.Medium-Low Tech",2013,1
"SVN.High Tech",2000,2
"SVN.High Tech",2002,5
"SVN.High Tech",2003,5
"SVN.High Tech",2005,6
"SVN.High Tech",2007,4
"SVN.High Tech",2008,4
"SVN.High Tech",2009,8
"SVN.High Tech",2010,7
"SVN.High Tech",2011,2
"SVN.High Tech",2012,6
"SVN.High Tech",2013,3
"SVN.High Tech",2014,1
"SVN.Low Tech",2003,4
"SVN.Low Tech",2004,2
"SVN.Low Tech",2005,1
"SVN.Low Tech",2007,1
"SVN.Low Tech",2008,1
"SVN.Low Tech",2009,2
"SVN.Low Tech",2010,11
"SVN.Low Tech",2011,1
"SVN.Low Tech",2012,3
"SVN.Low Tech",2013,5
"SVN.Medium-High Tech",2000,3
"SVN.Medium-High Tech",2001,1
"SVN.Medium-High Tech",2002,5
"SVN.Medium-High Tech",2003,2
"SVN.Medium-High Tech",2004,1
"SVN.Medium-High Tech",2005,3
"SVN.Medium-High Tech",2007,5
"SVN.Medium-High Tech",2008,3
"SVN.Medium-High Tech",2009,7
"SVN.Medium-High Tech",2010,8
"SVN.Medium-High Tech",2011,5
"SVN.Medium-High Tech",2012,8
"SVN.Medium-High Tech",2013,11
"SVN.Medium-High Tech",2014,1
"SVN.Medium-Low Tech",2001,1
"SVN.Medium-Low Tech",2002,1
"SVN.Medium-Low Tech",2003,3
"SVN.Medium-Low Tech",2004,1
"SVN.Medium-Low Tech",2007,1
"SVN.Medium-Low Tech",2010,2
"SVN.Medium-Low Tech",2011,1
"SVN.Medium-Low Tech",2012,1
"SVN.Medium-Low Tech",2013,7
"SVN.Medium-Low Tech",2014,1
"SWE.High Tech",2000,26
"SWE.High Tech",2001,123
"SWE.High Tech",2002,149
"SWE.High Tech",2003,224
"SWE.High Tech",2004,244
"SWE.High Tech",2005,405
"SWE.High Tech",2006,540
"SWE.High Tech",2007,620
"SWE.High Tech",2008,658
"SWE.High Tech",2009,696
"SWE.High Tech",2010,728
"SWE.High Tech",2011,820
"SWE.High Tech",2012,836
"SWE.High Tech",2013,858
"SWE.High Tech",2014,54
"SWE.Low Tech",2000,29
"SWE.Low Tech",2001,30
"SWE.Low Tech",2002,24
"SWE.Low Tech",2003,13
"SWE.Low Tech",2004,76
"SWE.Low Tech",2005,150
"SWE.Low Tech",2006,135
"SWE.Low Tech",2007,143
"SWE.Low Tech",2008,125
"SWE.Low Tech",2009,145
"SWE.Low Tech",2010,104
"SWE.Low Tech",2011,106
"SWE.Low Tech",2012,142
"SWE.Low Tech",2013,94
"SWE.Medium-High Tech",2000,120
"SWE.Medium-High Tech",2001,37
"SWE.Medium-High Tech",2002,48
"SWE.Medium-High Tech",2003,66
"SWE.Medium-High Tech",2004,120
"SWE.Medium-High Tech",2005,228
"SWE.Medium-High Tech",2006,296
"SWE.Medium-High Tech",2007,347
"SWE.Medium-High Tech",2008,422
"SWE.Medium-High Tech",2009,487
"SWE.Medium-High Tech",2010,431
"SWE.Medium-High Tech",2011,554
"SWE.Medium-High Tech",2012,484
"SWE.Medium-High Tech",2013,530
"SWE.Medium-High Tech",2014,25
"SWE.Medium-Low Tech",2000,16
"SWE.Medium-Low Tech",2001,8
"SWE.Medium-Low Tech",2002,7
"SWE.Medium-Low Tech",2003,9
"SWE.Medium-Low Tech",2004,19
"SWE.Medium-Low Tech",2005,38
"SWE.Medium-Low Tech",2006,42
"SWE.Medium-Low Tech",2007,57
"SWE.Medium-Low Tech",2008,66
"SWE.Medium-Low Tech",2009,82
"SWE.Medium-Low Tech",2010,72
"SWE.Medium-Low Tech",2011,78
"SWE.Medium-Low Tech",2012,88
"SWE.Medium-Low Tech",2013,53
"SWZ.Low Tech",2008,2
"SWZ.Medium-High Tech",2011,1
"SYR.High Tech",2008,1
"SYR.High Tech",2009,1
"SYR.High Tech",2010,1
"SYR.High Tech",2011,3
"SYR.High Tech",2012,1
"SYR.Low Tech",2004,1
"SYR.Low Tech",2006,3
"SYR.Low Tech",2007,1
"SYR.Low Tech",2009,1
"SYR.Low Tech",2010,3
"SYR.Low Tech",2012,1
"SYR.Medium-High Tech",2005,1
"SYR.Medium-High Tech",2006,1
"SYR.Medium-High Tech",2008,2
"SYR.Medium-High Tech",2009,3
"SYR.Medium-High Tech",2010,7
"SYR.Medium-High Tech",2013,1
"THA.High Tech",2001,10
"THA.High Tech",2002,3
"THA.High Tech",2006,2
"THA.High Tech",2008,4
"THA.High Tech",2009,9
"THA.High Tech",2010,13
"THA.High Tech",2011,6
"THA.High Tech",2012,7
"THA.High Tech",2013,9
"THA.Low Tech",2000,4
"THA.Low Tech",2001,2
"THA.Low Tech",2004,1
"THA.Low Tech",2005,1
"THA.Low Tech",2007,1
"THA.Low Tech",2008,1
"THA.Low Tech",2009,1
"THA.Low Tech",2010,12
"THA.Low Tech",2011,7
"THA.Low Tech",2012,10
"THA.Low Tech",2013,2
"THA.Medium-High Tech",2000,2
"THA.Medium-High Tech",2001,3
"THA.Medium-High Tech",2002,1
"THA.Medium-High Tech",2003,1
"THA.Medium-High Tech",2007,2
"THA.Medium-High Tech",2008,3
"THA.Medium-High Tech",2009,7
"THA.Medium-High Tech",2010,23
"THA.Medium-High Tech",2011,43
"THA.Medium-High Tech",2012,24
"THA.Medium-High Tech",2013,36
"THA.Medium-High Tech",2014,3
"THA.Medium-Low Tech",2000,3
"THA.Medium-Low Tech",2004,1
"THA.Medium-Low Tech",2009,3
"THA.Medium-Low Tech",2010,6
"THA.Medium-Low Tech",2011,10
"THA.Medium-Low Tech",2012,13
"THA.Medium-Low Tech",2013,2
"THA.Medium-Low Tech",2014,1
"TON.Medium-High Tech",2013,2
"TTO.Low Tech",2006,1
"TTO.Low Tech",2007,2
"TUN.High Tech",2007,2
"TUN.High Tech",2008,1
"TUN.High Tech",2009,6
"TUN.Low Tech",2002,1
"TUN.Low Tech",2009,1
"TUN.Low Tech",2010,1
"TUN.Medium-High Tech",2002,5
"TUN.Medium-High Tech",2004,1
"TUN.Medium-High Tech",2005,1
"TUN.Medium-High Tech",2010,2
"TUN.Medium-High Tech",2012,2
"TUN.Medium-Low Tech",2002,1
"TUN.Medium-Low Tech",2003,1
"TUR.High Tech",2000,3
"TUR.High Tech",2001,8
"TUR.High Tech",2002,12
"TUR.High Tech",2003,12
"TUR.High Tech",2004,7
"TUR.High Tech",2005,11
"TUR.High Tech",2006,15
"TUR.High Tech",2007,11
"TUR.High Tech",2008,14
"TUR.High Tech",2009,18
"TUR.High Tech",2010,23
"TUR.High Tech",2011,19
"TUR.High Tech",2012,41
"TUR.High Tech",2013,92
"TUR.High Tech",2014,4
"TUR.Low Tech",2000,9
"TUR.Low Tech",2001,2
"TUR.Low Tech",2002,6
"TUR.Low Tech",2003,8
"TUR.Low Tech",2004,7
"TUR.Low Tech",2005,9
"TUR.Low Tech",2006,4
"TUR.Low Tech",2007,8
"TUR.Low Tech",2008,11
"TUR.Low Tech",2009,16
"TUR.Low Tech",2010,10
"TUR.Low Tech",2011,5
"TUR.Low Tech",2012,12
"TUR.Low Tech",2013,13
"TUR.Medium-High Tech",2000,18
"TUR.Medium-High Tech",2001,21
"TUR.Medium-High Tech",2002,16
"TUR.Medium-High Tech",2003,17
"TUR.Medium-High Tech",2004,10
"TUR.Medium-High Tech",2005,22
"TUR.Medium-High Tech",2006,18
"TUR.Medium-High Tech",2007,23
"TUR.Medium-High Tech",2008,36
"TUR.Medium-High Tech",2009,19
"TUR.Medium-High Tech",2010,32
"TUR.Medium-High Tech",2011,35
"TUR.Medium-High Tech",2012,41
"TUR.Medium-High Tech",2013,133
"TUR.Medium-High Tech",2014,2
"TUR.Medium-Low Tech",2000,9
"TUR.Medium-Low Tech",2001,3
"TUR.Medium-Low Tech",2002,8
"TUR.Medium-Low Tech",2003,6
"TUR.Medium-Low Tech",2004,6
"TUR.Medium-Low Tech",2005,10
"TUR.Medium-Low Tech",2006,4
"TUR.Medium-Low Tech",2007,8
"TUR.Medium-Low Tech",2008,17
"TUR.Medium-Low Tech",2009,8
"TUR.Medium-Low Tech",2010,9
"TUR.Medium-Low Tech",2011,4
"TUR.Medium-Low Tech",2012,4
"TUR.Medium-Low Tech",2013,16
"TWN.High Tech",2000,3
"TWN.High Tech",2001,7
"TWN.High Tech",2002,3
"TWN.High Tech",2003,1
"TWN.High Tech",2004,1
"TWN.High Tech",2006,1
"TWN.High Tech",2007,1
"TWN.High Tech",2008,2
"TWN.High Tech",2012,7
"TWN.High Tech",2013,24
"TWN.High Tech",2014,2
"TWN.Low Tech",2001,1
"TWN.Low Tech",2004,3
"TWN.Low Tech",2007,1
"TWN.Low Tech",2009,3
"TWN.Low Tech",2013,3
"TWN.Medium-High Tech",2000,2
"TWN.Medium-High Tech",2002,2
"TWN.Medium-High Tech",2005,2
"TWN.Medium-High Tech",2012,3
"TWN.Medium-High Tech",2013,21
"TWN.Medium-High Tech",2014,1
"TWN.Medium-Low Tech",2000,1
"TWN.Medium-Low Tech",2009,3
"TWN.Medium-Low Tech",2012,1
"TWN.Medium-Low Tech",2013,7
"TZA.High Tech",2011,2
"UGA.Medium-High Tech",2011,2
"UKR.High Tech",2001,4
"UKR.High Tech",2002,1
"UKR.High Tech",2003,2
"UKR.High Tech",2004,5
"UKR.High Tech",2005,10
"UKR.High Tech",2007,6
"UKR.High Tech",2008,7
"UKR.High Tech",2009,12
"UKR.High Tech",2010,45
"UKR.High Tech",2011,19
"UKR.High Tech",2012,22
"UKR.High Tech",2013,2
"UKR.Low Tech",2002,1
"UKR.Low Tech",2003,1
"UKR.Low Tech",2004,1
"UKR.Low Tech",2005,2
"UKR.Low Tech",2007,1
"UKR.Low Tech",2008,1
"UKR.Low Tech",2009,3
"UKR.Low Tech",2010,5
"UKR.Low Tech",2011,1
"UKR.Low Tech",2012,5
"UKR.Medium-High Tech",2000,6
"UKR.Medium-High Tech",2001,4
"UKR.Medium-High Tech",2002,8
"UKR.Medium-High Tech",2003,5
"UKR.Medium-High Tech",2004,9
"UKR.Medium-High Tech",2005,7
"UKR.Medium-High Tech",2006,6
"UKR.Medium-High Tech",2007,13
"UKR.Medium-High Tech",2008,12
"UKR.Medium-High Tech",2009,11
"UKR.Medium-High Tech",2010,7
"UKR.Medium-High Tech",2011,7
"UKR.Medium-High Tech",2012,7
"UKR.Medium-High Tech",2013,5
"UKR.Medium-Low Tech",2000,6
"UKR.Medium-Low Tech",2001,3
"UKR.Medium-Low Tech",2004,5
"UKR.Medium-Low Tech",2005,2
"UKR.Medium-Low Tech",2006,4
"UKR.Medium-Low Tech",2007,1
"UKR.Medium-Low Tech",2008,2
"UKR.Medium-Low Tech",2009,2
"UKR.Medium-Low Tech",2010,1
"URY.High Tech",2006,1
"URY.High Tech",2010,1
"URY.High Tech",2011,2
"URY.Low Tech",2001,1
"URY.Medium-High Tech",2004,3
"URY.Medium-High Tech",2007,1
"URY.Medium-High Tech",2011,2
"URY.Medium-High Tech",2012,1
"URY.Medium-High Tech",2013,5
"USA.High Tech",2000,3351
"USA.High Tech",2001,3452
"USA.High Tech",2002,2481
"USA.High Tech",2003,2121
"USA.High Tech",2004,1418
"USA.High Tech",2005,897
"USA.High Tech",2006,874
"USA.High Tech",2007,869
"USA.High Tech",2008,1132
"USA.High Tech",2009,1034
"USA.High Tech",2010,1277
"USA.High Tech",2011,2487
"USA.High Tech",2012,1966
"USA.High Tech",2013,2652
"USA.High Tech",2014,97
"USA.Low Tech",2000,862
"USA.Low Tech",2001,860
"USA.Low Tech",2002,770
"USA.Low Tech",2003,830
"USA.Low Tech",2004,575
"USA.Low Tech",2005,408
"USA.Low Tech",2006,388
"USA.Low Tech",2007,320
"USA.Low Tech",2008,342
"USA.Low Tech",2009,267
"USA.Low Tech",2010,348
"USA.Low Tech",2011,441
"USA.Low Tech",2012,443
"USA.Low Tech",2013,517
"USA.Low Tech",2014,21
"USA.Medium-High Tech",2000,1540
"USA.Medium-High Tech",2001,1385
"USA.Medium-High Tech",2002,1358
"USA.Medium-High Tech",2003,1442
"USA.Medium-High Tech",2004,1132
"USA.Medium-High Tech",2005,898
"USA.Medium-High Tech",2006,1014
"USA.Medium-High Tech",2007,891
"USA.Medium-High Tech",2008,932
"USA.Medium-High Tech",2009,920
"USA.Medium-High Tech",2010,1104
"USA.Medium-High Tech",2011,1480
"USA.Medium-High Tech",2012,1657
"USA.Medium-High Tech",2013,1994
"USA.Medium-High Tech",2014,91
"USA.Medium-Low Tech",2000,412
"USA.Medium-Low Tech",2001,439
"USA.Medium-Low Tech",2002,352
"USA.Medium-Low Tech",2003,312
"USA.Medium-Low Tech",2004,259
"USA.Medium-Low Tech",2005,231
"USA.Medium-Low Tech",2006,239
"USA.Medium-Low Tech",2007,197
"USA.Medium-Low Tech",2008,178
"USA.Medium-Low Tech",2009,184
"USA.Medium-Low Tech",2010,210
"USA.Medium-Low Tech",2011,263
"USA.Medium-Low Tech",2012,273
"USA.Medium-Low Tech",2013,338
"USA.Medium-Low Tech",2014,6
"UZB.Low Tech",2010,1
"UZB.Medium-High Tech",2010,2
"UZB.Medium-High Tech",2013,1
"VEN.High Tech",2004,1
"VEN.High Tech",2006,1
"VEN.High Tech",2007,1
"VEN.High Tech",2011,1
"VEN.Low Tech",2000,1
"VEN.Low Tech",2004,1
"VEN.Low Tech",2007,1
"VEN.Low Tech",2009,1
"VEN.Low Tech",2011,1
"VEN.Low Tech",2013,3
"VEN.Medium-High Tech",2000,1
"VEN.Medium-High Tech",2007,3
"VEN.Medium-High Tech",2011,2
"VEN.Medium-High Tech",2012,2
"VEN.Medium-High Tech",2013,3
"VEN.Medium-Low Tech",2005,1
"VNM.High Tech",2003,2
"VNM.High Tech",2007,1
"VNM.High Tech",2012,2
"VNM.High Tech",2013,1
"VNM.Low Tech",2010,3
"VNM.Low Tech",2011,6
"VNM.Low Tech",2012,5
"VNM.Low Tech",2013,6
"VNM.Medium-High Tech",2003,3
"VNM.Medium-High Tech",2008,2
"VNM.Medium-High Tech",2009,2
"VNM.Medium-High Tech",2010,12
"VNM.Medium-High Tech",2011,2
"VNM.Medium-High Tech",2012,1
"VNM.Medium-High Tech",2013,3
"VNM.Medium-Low Tech",2010,1
"VNM.Medium-Low Tech",2011,3
"YEM.High Tech",2009,1
"YEM.Medium-High Tech",2000,1
"ZAF.High Tech",2000,12
"ZAF.High Tech",2001,3
"ZAF.High Tech",2002,9
"ZAF.High Tech",2003,2
"ZAF.High Tech",2005,2
"ZAF.High Tech",2006,14
"ZAF.High Tech",2007,3
"ZAF.High Tech",2008,9
"ZAF.High Tech",2009,6
"ZAF.High Tech",2010,5
"ZAF.High Tech",2011,3
"ZAF.High Tech",2012,1
"ZAF.Low Tech",2000,12
"ZAF.Low Tech",2001,3
"ZAF.Low Tech",2002,5
"ZAF.Low Tech",2003,2
"ZAF.Low Tech",2004,5
"ZAF.Low Tech",2005,12
"ZAF.Low Tech",2006,12
"ZAF.Low Tech",2007,6
"ZAF.Low Tech",2008,4
"ZAF.Low Tech",2009,8
"ZAF.Low Tech",2010,7
"ZAF.Low Tech",2011,7
"ZAF.Low Tech",2012,13
"ZAF.Low Tech",2013,3
"ZAF.Medium-High Tech",2000,8
"ZAF.Medium-High Tech",2001,16
"ZAF.Medium-High Tech",2002,16
"ZAF.Medium-High Tech",2003,5
"ZAF.Medium-High Tech",2004,19
"ZAF.Medium-High Tech",2005,13
"ZAF.Medium-High Tech",2006,13
"ZAF.Medium-High Tech",2007,19
"ZAF.Medium-High Tech",2008,20
"ZAF.Medium-High Tech",2009,17
"ZAF.Medium-High Tech",2010,5
"ZAF.Medium-High Tech",2011,16
"ZAF.Medium-High Tech",2012,6
"ZAF.Medium-High Tech",2013,5
"ZAF.Medium-Low Tech",2000,9
"ZAF.Medium-Low Tech",2001,3
"ZAF.Medium-Low Tech",2002,2
"ZAF.Medium-Low Tech",2003,2
"ZAF.Medium-Low Tech",2005,9
"ZAF.Medium-Low Tech",2006,7
"ZAF.Medium-Low Tech",2007,7
"ZAF.Medium-Low Tech",2008,2
"ZAF.Medium-Low Tech",2009,4
"ZAF.Medium-Low Tech",2010,4
"ZAF.Medium-Low Tech",2011,3
"ZAF.Medium-Low Tech",2012,6
"ZAF.Medium-Low Tech",2013,3
"ZWE.High Tech",2001,1
"ZWE.Medium-High Tech",2001,1
"ZWE.Medium-High Tech",2011,1
"ZWE.Medium-High Tech",2013,1
"ZWE.Medium-Low Tech",2000,1
